ticker sector industry price market_cap recommendation
PSUN index_error index_error 0.0414  index_error
PTC Technology "Technical & System Software" 54.265 6.28B 1.90
PTCT Healthcare Biotechnology 12.25 418.57M 2.50
PTEN "Basic Materials" "Oil & Gas Drilling & Exploration" 21.77 3.19B 2.20
PTIE Healthcare Biotechnology 0.8094 37.35M 2.50
PTLA Healthcare Biotechnology 38.33 2.17B 1.90
PTN Healthcare "Diagnostic Substances" 0.4273 58.94M 1.70
PTNR Technology "Wireless Communications" 5.02 788.10M 1.00
PTXP "Basic Materials" "Oil & Gas Pipelines" 16.23 660.79M 2.20
PULB index_error index_error 16.17  index_error
PVCT Healthcare "Drug Manufacturers - Major" 0.05 18.11M 2.00
PVTB Financial "Regional - Midwest Banks" 59.65 4.77B 2.90
PW Financial "REIT - Diversified" 6.75 12.04M none
PWOD Financial "Regional - Mid-Atlantic Banks" 39.68 187.88M none
PWRD index_error index_error   index_error
PYPL Financial "Credit Services" 49.34 59.01B 2.00
PZG "Basic Materials" "Industrial Metals & Minerals" 1.57 24.63M 2.00
PZZA Services "Specialty Eateries" 81.13 2.98B 2.30
QADA Technology "Application Software" 30.50 580.08M 1.60
QADB   26.49 503.81M 1.20
QCOM Technology "Communication Equipment" 54.93 81.16B 2.40
QDEL Healthcare "Diagnostic Substances" 24.83 818.15M 2.70
QGEN Services "Research Services" 32.01 7.23B 2.80
QIWI Financial "Credit Services" 19.50 1.18B 2.80
QLGC index_error index_error   index_error
QLIK index_error index_error   index_error
QLTI index_error index_error 1.95  index_error
QLYS Technology "Application Software" 40.875 1.49B 2.50
QNST Technology "Internet Software & Services" 4.21 191.21M 2.50
QQQX   21.41  none
QRM.A index_error index_error 0  index_error
QRVO Technology "Semiconductor - Broad Line" 66.48 8.41B 2.50
QSII Technology "Healthcare Information Services" 14.27 890.98M 3.20
QUMU Technology "Computer Peripherals" 2.56 23.61M 2.30
QURE Healthcare Biotechnology 5.05 127.40M 1.90
QVCA Services "Catalog & Mail Order Houses" 21.18 9.63B 1.70
QVCB   20.85 9.48B none
RAIL Services Railroads 16.21 201.00M 2.60
RARE Healthcare Biotechnology 61.08 2.55B 2.20
RAVN "Industrial Goods" "Diversified Machinery" 31.225 1.13B 2.00
RBCAA Financial "Regional - Southeast Banks" 35.76 745.85M 2.50
RBCN Technology "Semiconductor Equipment & Materials" 7.46 200.51M 3.00
RBY index_error index_error   index_error
RCG Financial "Asset Management" 1.28 5.71M none
RCII Services "Rental & Leasing Services" 11.705 622.66M 2.50
RCKY "Consumer Goods" "Textile - Apparel Footwear & Accessories" 15.05 111.90M 3.00
RCPT index_error index_error 231.96  index_error
RDEN index_error index_error   index_error
RDWR Technology "Information Technology Services" 16.953 732.79M 1.90
RECN Services "Staffing & Outsourcing Services" 13.525 401.06M 3.30
REE index_error index_error 0.151  index_error
REED "Consumer Goods" "Beverages - Soft Drinks" 3.40 47.29M 2.00
REGI "Basic Materials" "Oil & Gas Refining & Marketing" 11.425 440.61M 2.70
REGN Healthcare Biotechnology 428.83 45.22B 2.20
REI "Basic Materials" "Oil & Gas Drilling & Exploration" 12.23 600.69M 1.80
REIS Services "Business Services" 19.05 218.73M 1.70
RELL Services "Electronics Wholesale" 5.8101 74.65M 5.00
RELV "Consumer Goods" "Food - Major Diversified" 6.1988 11.44M none
RELY "Industrial Goods" "Waste Management" 2.425 69.81M 2.30
REMY index_error index_error 29.48  index_error
RENT index_error index_error 44.47  index_error
REXI index_error index_error 9.78  index_error
REXX "Basic Materials" "Oil & Gas Drilling & Exploration" 0.455 43.43M 2.80
RGEN Healthcare Biotechnology 37.67 1.27B 2.00
RGLD "Basic Materials" Gold 70.04 4.58B 2.10
RGNX   18.50 490.49M 1.80
RIF Financial "Closed-End Fund - Equity" 21.09  none
RIGL Healthcare "Drugs - Generic" 2.67 326.50M 1.80
RJET index_error index_error   index_error
RLGT Services "Air Delivery & Freight Services" 6.2279 302.27M 1.80
RLOC index_error index_error   index_error
RLYP index_error index_error   index_error
RMBS Technology "Semiconductor- Memory Chips" 12.54 1.40B 2.00
RNET Technology "Wireless Communications" 19.025 342.13M 1.80
RNN Healthcare Biotechnology 3.80 902.28M 1.70
RNST Financial "Money Center Banks" 42.78 1.90B 2.90
RNWK Technology "Multimedia & Graphics Software" 4.60 170.28M 2.00
ROCK "Basic Materials" "Steel & Iron" 34.425 1.09B 1.80
ROIC Financial "REIT - Retail" 20.84 2.29B 2.10
ROLL "Industrial Goods" "Machine Tools & Accessories" 102.20 2.41B 2.20
ROSE index_error index_error 9.11  2.60
ROST Services "Apparel Stores" 64.70 25.36B 2.10
ROVI index_error index_error   index_error
ROX "Consumer Goods" "Beverages - Wineries & Distillers" 1.77 284.92M none
RP Technology "Application Software" 35.075 2.73B 1.90
RPXC Services "Business Services" 13.525 656.31M 2.30
RRGB Services Restaurants 59.35 763.06M 2.50
RRM index_error index_error   index_error
RSTI index_error index_error 32.55  index_error
RSYS Technology "Computer Based Systems" 4.17 162.18M 1.70
RTIX Healthcare "Medical Appliances & Equipment" 4.575 267.61M 2.80
RUN Technology "Semiconductor - Specialized" 4.86 508.55M 2.00
RUSHA   37.00 1.47B 2.60
RUSHB Services "Auto Dealerships" 34.03 1.35B none
RUTH Services Restaurants 21.00 641.59M 2.60
RVM index_error index_error   index_error
RVP Healthcare "Medical Instruments & Supplies" 1.02 32.30M none
RVSB Financial "Savings & Loans" 7.00 157.43M 2.00
RWC Technology "Communication Equipment" 5.00 68.62M 3.00
RYAAY   97.70 24.11B 2.70
SABR Technology "Information Technology Services" 24.69 6.84B 1.90
SAFM "Consumer Goods" "Food - Major Diversified" 116.10 2.64B 3.00
SAFT Financial "Property & Casualty Insurance" 69.10 1.05B 3.00
SAIA Services Trucking 45.10 1.13B 2.50
SALE Services "Marketing Services" 11.55 552.73M 3.30
SAND "Basic Materials" Gold 3.33 505.93M 2.70
SANM Technology "Diversified Electronics" 36.35 2.72B 2.50
SARA "Basic Materials" "Independent Oil & Gas" 0.1365 4.23M 3.00
SASR Financial "Regional - Mid-Atlantic Banks" 43.38 1.04B 3.00
SATS Technology "Communication Equipment" 58.53 5.54B 1.50
SAVE Services "Major Airlines" 59.24 4.11B 2.20
SBAC Technology "Diversified Communication Services" 129.20 15.63B 2.00
SBBP   4.20 148.41M 1.50
SBCF Financial "Regional - Mid-Atlantic Banks" 24.10 936.02M 2.30
SBGI Services "Broadcasting - TV" 37.10 3.35B 1.70
SBI Financial "Asset Management" 9.81 138.14M none
SBLK Services Shipping 8.39 529.14M 2.00
SBLKL index_error index_error 24.6955 49.39B none
SBNY Financial "Regional - Mid-Atlantic Banks" 136.98 7.36B 2.00
SBNYW index_error index_error 124.00  none
SBRA Financial "REIT - Healthcare Facilities" 26.68 1.74B 2.80
SBRAP   25.87 1.69B none
SBSI Financial "Regional - Mid-Atlantic Banks" 35.97 1.03B 3.00
SBUX Services "Specialty Eateries" 60.95 88.71B 1.80
SCAI index_error index_error 55.87  2.80
SCE-PB   24.0932 10.48B none
SCE-PE index_error index_error 25.0899  none
SCHL Services "Publishing - Books" 42.94 1.50B 2.50
SCHN "Basic Materials" "Steel & Iron" 18.75 516.08M 3.00
SCLN Healthcare "Drug Manufacturers - Other" 9.70 499.60M 2.00
SCOR Services "Business Services" 25.22 982.65M 2.80
SCSC Technology "Technical & System Software" 40.20 1.02B 2.00
SCSS "Consumer Goods" "Home Furnishings & Fixtures" 30.88 1.29B 2.90
SCTY index_error index_error   index_error
SCVL Services "Apparel Stores" 22.82 403.73M 2.80
SDPI "Basic Materials" "Oil & Gas Equipment & Services" 0.915 13.76M 2.00
SEAC Technology "Application Software" 2.55 90.05M 2.00
SEB Conglomerates Conglomerates 4000.5125 4.68B none
SEDG Technology "Semiconductor - Specialized" 16.00 660.24M 2.60
SEED "Consumer Goods" "Farm Products" 1.55 35.45M none
SEIC Financial "Asset Management" 51.31 8.14B 2.00
SEMI index_error index_error 11.95  2.80
SENEA "Consumer Goods" "Processed & Packaged Goods" 36.35 354.74M none
SENEB "Consumer Goods" "Processed & Packaged Goods" 39.00 380.60M none
SFBS Financial "Foreign Money Center Banks" 38.10 2.01B 3.00
SFLY Services "Personal Services" 52.58 1.77B 2.60
SFM Services "Grocery Stores" 23.56 3.22B 2.20
SFNC Financial "Money Center Banks" 54.55 1.71B 3.00
SFXE index_error index_error 0.01  index_error
SGA Services "Broadcasting - Radio" 51.25 301.86M 3.00
SGB Financial "Regional - Mid-Atlantic Banks" 19.98 50.89M none
SGBK Financial "Regional - Southeast Banks" 45.39 647.44M 2.40
SGEN Healthcare Biotechnology 61.82 8.81B 2.60
SGI index_error index_error 7.75  index_error
SGMO Healthcare Biotechnology 4.55 322.48M 2.20
SGMS Services "Gaming Activities" 22.95 2.02B 2.60
SGNT index_error index_error   index_error
SGRY   17.75 863.09M 1.90
SGYP Healthcare "Drug Manufacturers - Other" 4.03 899.15M 2.00
SHBI Financial "Regional - Mid-Atlantic Banks" 16.53 209.48M 2.50
SHEN Technology "Telecom Services - Domestic" 31.90 1.57B 2.30
SHLD Services "Department Stores" 10.64 1.14B 4.00
SHLDW index_error index_error 3.11  none
SHLM "Basic Materials" "Chemicals - Major Diversified" 30.40 893.55M 2.80
SHLO "Industrial Goods" "Metal Fabrication" 12.49 222.78M 3.00
SHOO "Consumer Goods" "Textile - Apparel Footwear & Accessories" 38.35 2.14B 2.30
SHOR Technology "Communication Equipment" 6.55 446.94M 1.80
SHPG   181.33 162.03B 1.60
SIAL index_error index_error   index_error
SIEN   8.22 154.81M 2.70
SIF "Industrial Goods" "Metal Fabrication" 7.70 42.57M none
SIFY Technology "Internet Service Providers" 0.8694 122.61M none
SIGI Financial "Property & Casualty Insurance" 50.80 2.96B 3.00
SIGM Technology "Semiconductor - Specialized" 6.20 236.55M 2.30
SILC Technology "Networking & Communication Devices" 53.67 396.14M 2.00
SIM "Basic Materials" "Steel & Iron" 10.46 1.73B 3.00
SIMO Technology "Diversified Electronics" 50.43 1.78B 2.20
SINA Technology "Internet Software & Services" 77.87 5.53B 1.80
SIRI Services "Broadcasting - Radio" 4.91 23.00B 2.40
SIRO index_error index_error 109.97  index_error
SIVB Financial "Regional - Pacific Banks" 182.65 9.55B 1.80
SIVBO index_error index_error 26.4044  none
SKUL index_error index_error   index_error
SKY "Industrial Goods" "Manufactured Housing" 7.45 62.51M none
SKYW Services "Regional Airlines" 36.00 1.87B 2.00
SLAB Technology "Semiconductor - Integrated Circuits" 70.75 3.00B 2.20
SLGN "Consumer Goods" "Packaging & Containers" 61.65 3.40B 2.50
SLI index_error index_error 39.99  index_error
SLM Financial "Credit Services" 11.905 5.13B 1.50
SLMBP   68.70 29.61B none
SLRC Financial "Diversified Investments" 21.48  2.10
SMCI Technology "Networking & Communication Devices" 24.20 1.17B 2.10
SMRT Services "Apparel Stores" 2.19 103.18M 3.00
SMSI Technology "Application Software" 1.03 12.66M 3.00
SMTC Technology "Semiconductor - Integrated Circuits" 34.15 2.25B 1.80
SNAK "Consumer Goods" "Processed & Packaged Goods" 3.70 72.84M 1.50
SNBC Financial "Regional - Northeast Banks" 25.15 479.28M 2.50
SNC Financial "Property & Casualty Insurance" 15.08 632.21M 1.30
SNCR Technology "Application Software" 17.7698 781.57M 2.50
SNDK index_error index_error   none
SNHY "Industrial Goods" "Industrial Equipment & Components" 40.15 1.08B 2.00
SNPS Technology "Semiconductor Equipment & Materials" 74.16 11.16B 1.90
SODA "Consumer Goods" "Beverages - Soft Drinks" 55.68 1.21B 2.80
SOHU Technology "Internet Information Providers" 39.32 1.53B 2.80
SONC Services Restaurants 28.51 1.21B 2.40
SONS Technology "Communication Equipment" 7.89 388.97M 2.80
SP Services "Management Services" 31.65 697.91M 1.50
SPAR "Consumer Goods" "Trucks & Other Vehicles" 8.925 306.89M 2.00
SPIL   8.02 5.00B 2.00
SPKE Utilities "Electric Utilities" 31.50 204.62M 2.20
SPLK Technology "Application Software" 66.67 9.22B 2.00
SPLS Services "Specialty Retail, Other" 9.59 6.26B 2.70
SPNC Healthcare "Medical Appliances & Equipment" 27.85 1.21B 1.80
SPNE Healthcare "Medical Appliances & Equipment" 8.32 96.57M 2.00
SPOK Technology "Wireless Communications" 17.50 359.28M none
SPP "Basic Materials" "Independent Oil & Gas" 14.00 185.19M 1.70
SPPI Healthcare Biotechnology 6.415 502.38M 1.30
SPRT Technology "Internet Software & Services" 2.22 41.20M 3.00
SPSC Technology "Application Software" 57.66 991.75M 2.40
SPTN Services "Food Wholesale" 36.82 1.38B 2.70
SPWH "Consumer Goods" "Sporting Goods" 4.135 172.43M 2.00
SPWR Technology "Semiconductor - Specialized" 6.91 958.08M 2.80
SQBK index_error index_error   index_error
SQI index_error index_error   index_error
SQNM index_error index_error   index_error
SRCE Financial "Regional - Midwest Banks" 48.44 1.26B 2.00
SRCL "Industrial Goods" "Waste Management" 86.955 7.41B 2.40
SRCLP   75.21 6.41B none
SRDX Healthcare "Diagnostic Substances" 22.75 300.76M 3.00
SREV Technology "Business Software & Services" 3.76 332.55M 2.50
SRPT Healthcare Biotechnology 32.65 1.79B 1.90
SRSC   0.8609 87.71M none
SSB Financial "Regional - Mid-Atlantic Banks" 87.35 2.52B 2.30
SSN "Basic Materials" "Oil & Gas Drilling & Exploration" 0.505 8.29M 3.00
SSNC Technology "Business Software & Services" 37.375 7.60B 1.90
SSRI "Basic Materials" Silver 9.205 1.10B 2.60
SSY Healthcare Hospitals 1.64 15.49M none
SSYS Technology "Computer Peripherals" 26.51 1.40B 2.70
STB Services "Consumer Services" 5.76 530.70M 2.00
STBA Financial "Regional - Northeast Banks" 35.99 1.26B 3.00
STCK index_error index_error   index_error
STFC Financial "Property & Casualty Insurance" 25.16 1.06B 3.00
STKL   7.40 636.21M 1.80
STLD "Basic Materials" "Steel & Iron" 35.66 8.66B 2.00
STLY "Consumer Goods" "Home Furnishings & Fixtures" 1.0499 15.40M 3.00
STMP Technology "Application Software" 112.20 1.89B 1.70
STNR index_error index_error 62.73  index_error
STRA Services "Education & Training Services" 90.89 964.89M 2.70
STRL "Industrial Goods" "Heavy Construction" 10.73 268.80M 2.30
STRP Technology "Diversified Communication Services" 166.35 2.08B 2.00
STRS Financial "Real Estate Development" 26.90 217.84M none
STRZA index_error index_error   1.00
STRZB index_error index_error 40.17  index_error
STS "Consumer Goods" "Trucks & Other Vehicles" 18.88 322.53M 1.00
STX Technology "Data Storage Devices" 43.55 12.93B 2.70
SUBK index_error index_error 27.25  index_error
SUNS Financial "Asset Management" 17.77  2.40
SUSQ index_error index_error 14.20  index_error
SUTR index_error index_error 0.6199  index_error
SVA Healthcare Biotechnology 5.38 306.49M 3.00
SVBL "Basic Materials" "Industrial Metals & Minerals" 0.08 14.19M 3.00
SVLC index_error index_error   index_error
SVT "Industrial Goods" "Industrial Electrical Equipment" 10.64 24.58M none
SVVC Financial "Asset Management" 8.32 61.82M 1.00
SWHC index_error index_error 21.08  index_error
SWIR   28.15 886.84M 2.60
SWKS Technology "Semiconductor - Integrated Circuits" 101.16 18.69B 2.10
SYKE Technology "Information Technology Services" 29.84 1.25B 2.30
SYMC Technology "Security Software & Services" 32.07 19.85B 2.50
SYN Healthcare Biotechnology 0.47885 56.28M 1.00
SYNA Technology "Application Software" 54.68 1.88B 2.60
SYNT Technology "Information Technology Services" 18.585 1.56B 3.00
SYRG index_error index_error 8.13  none
SYUT "Consumer Goods" "Dairy Products" 6.025 341.56M 1.00
SZMK index_error index_error   index_error
SZYM index_error index_error   index_error
TAS index_error index_error 0.14  index_error
TASR "Industrial Goods" "Aerospace\u002FDefense Products & Services" 21.90  none
TAST Services Restaurants 13.975 492.73M 1.00
TAT "Basic Materials" "Oil & Gas Drilling & Exploration" 1.52 71.27M 2.00
TAX Services "Personal Services" 14.35 199.19M 1.50
TAXI index_error index_error 7.71  index_error
TBBK Financial "Regional - Mid-Atlantic Banks" 6.59 365.97M 2.50
TBK Financial "Regional - Southwest  Banks" 21.70 389.84M 2.00
TBNK Financial "Regional - Pacific Banks" 30.85 302.48M 2.50
TCBI Financial "Regional - Southwest  Banks" 75.65 3.75B 2.60
TCBIL   25.23 1.25B none
TCBIP   25.85 1.28B none
TCBIW index_error index_error 64.0304  none
TCBK Financial "Regional - Pacific Banks" 35.68 816.04M 2.30
TCPC Financial "Closed-End Fund - Debt" 16.98 900.64M 2.00
TCRD Financial "Asset Management" 9.84 323.98M 2.70
TEAM Technology "Information Technology Services" 36.84 8.23B none
TECD Services "Computers Wholesale" 96.02 3.65B 2.60
TECH Healthcare Biotechnology 110.20 4.11B 1.80
TECU index_error index_error   index_error
TEDU Services "Education & Training Services" 19.37 1.09B index_error
TERP Utilities "Diversified Utilities" 12.45 1.55B 3.00
TESO "Basic Materials" "Oil & Gas Equipment & Services" 6.30 294.32M 2.60
TESS Technology "Communication Equipment" 14.55 121.19M 2.50
TFM index_error index_error   index_error
TFSL Financial "Regional - Midwest Banks" 16.77 4.66B 3.00
TGA "Basic Materials" "Independent Oil & Gas" 1.395 100.73M 2.30
TGB "Basic Materials" "Industrial Metals & Minerals" 1.09 244.02M 3.00
TGC "Basic Materials" "Independent Oil & Gas" 0.62 6.57M none
TGD "Basic Materials" Gold 0.438017 155.77M 2.30
THFF Financial "Regional - Midwest Banks" 48.10 587.93M 3.00
THM "Basic Materials" Gold 0.4799 77.83M 2.00
THOR index_error index_error 63.50  index_error
THRM "Consumer Goods" "Auto Parts" 37.35 1.37B 2.10
THRX index_error index_error 9.81  index_error
TICC Financial "Closed-End Fund - Debt" 7.30 375.80M 4.30
"server error"     "server error"
TILE "Industrial Goods" "Textile Industrial" 19.50 1.25B 2.50
TIS "Consumer Goods" "Cleaning Products" 19.20 197.80M 2.30
TITN Services "Industrial Equipment Wholesale" 15.22 324.58M 2.40
TIVO Services "CATV Systems" 18.225 2.15B 2.60
TLGT   8.25 439.11M 2.20
TLR index_error index_error   index_error
TMP Financial "Regional - Northeast Banks" 83.45 1.26B 3.50
TMUS Technology "Wireless Communications" 66.22 55.02B 2.10
TMUSP   108.42 90.08B none
TNAV Technology "Internet Software & Services" 8.575 371.33M 2.00
TNGO Technology "Business Software & Services" 6.44 253.93M 3.50
TOF index_error index_error 2.15  index_error
TOPS Services Shipping 0.216 1.89M 3.00
TOWN Financial "Regional - Mid-Atlantic Banks" 31.65 1.99B 3.00
TPHS   7.31 214.50M none
TPI index_error index_error 0.16  index_error
TPLM "Basic Materials" "Independent Oil & Gas" 0.0431 3.30M 3.00
TRAK index_error index_error 63.16  index_error
TREE Financial "Mortgage Investment" 147.25 1.75B 1.50
TRGT index_error index_error 0.9601  index_error
TRIB Healthcare "Diagnostic Substances" 5.42 123.36M 1.80
TRIP Technology "Internet Information Providers" 46.20 6.66B 3.10
TRIV index_error index_error 5.87  3.00
TRMB Technology "Scientific & Technical Instruments" 36.00 9.07B 2.30
TRMK Financial "Regional - Southeast Banks" 33.29 2.25B 2.90
TRNX index_error index_error 20.67  index_error
TROW Financial "Asset Management" 71.90 17.35B 2.70
TRS "Industrial Goods" "Industrial Equipment & Components" 23.10 1.05B 2.70
TRST Financial "Regional - Northeast Banks" 7.95 762.53M 3.00
TRT Technology "Semiconductor Equipment & Materials" 4.1762 14.67M none
TRUE Technology "Internet Service Providers" 17.445 1.51B 2.30
TRVN Healthcare Biotechnology 3.25 185.67M 1.70
TRX "Basic Materials" Gold 0.4701 55.38M none
TRXC Healthcare "Medical Instruments & Supplies" 0.5767 70.77M 2.00
TSC Financial "Money Center Banks" 24.65 708.22M 2.00
TSCO Services "Specialty Retail, Other" 61.75 8.04B 2.40
TSEM Technology "Semiconductor - Integrated Circuits" 21.175 1.97B 2.00
TSLA "Consumer Goods" "Auto Manufacturers - Major" 306.17 49.50B 2.80
TSRA index_error index_error 44.65  index_error
TSRO Healthcare Biotechnology 145.13 7.78B 2.10
TSYS index_error index_error 4.99  index_error
TTEC Services "Business Services" 31.45 1.44B 2.80
TTEK Services "Technical Services" 46.15 2.65B 2.20
TTMI Technology "Printed Circuit Boards" 16.32 1.64B 1.50
TTPH Healthcare "Drugs - Generic" 7.11 263.48M 2.70
TTS Services "Home Improvement Stores" 20.40 1.05B 2.70
TTWO Technology "Multimedia & Graphics Software" 65.20 5.90B 2.00
TUBE index_error index_error 14.00  3.00
TUES Services "Discount, Variety Stores" 2.325 102.22M 3.00
TW index_error index_error   index_error
TWIN "Industrial Goods" "Diversified Machinery" 20.21 232.80M 2.50
TWOU Technology "Application Software" 42.88 2.03B 1.50
TXMD Healthcare "Drug Manufacturers - Major" 4.59 906.63M 1.60
TXN Technology "Semiconductor - Broad Line" 79.54 79.36B 2.40
TXRH Services Restaurants 50.40 3.56B 2.70
TYPE Technology "Application Software" 19.55 770.76M 2.00
TZOO Technology "Internet Information Providers" 9.80 130.22M 3.00
UACL index_error index_error   index_error
UAMY "Basic Materials" "Industrial Metals & Minerals" 0.3661 24.71M 2.00
UBFO Financial "Regional - Pacific Banks" 8.25 139.19M none
UBIC index_error index_error   index_error
UBNK Financial "Savings & Loans" 17.165 862.66M 2.60
UBNT Technology "Wireless Communications" 47.37 3.90B 3.20
UBSH Financial "Regional - Mid-Atlantic Banks" 34.17 1.49B 2.30
UBSI Financial "Regional - Mid-Atlantic Banks" 40.175 3.25B 3.20
UCBI Financial "Regional - Mid-Atlantic Banks" 27.81 1.97B 2.50
UCFC Financial "Savings & Loans" 8.57 425.89M 2.00
UCTT Technology "Semiconductor - Specialized" 21.08 696.93M 2.00
UDF index_error index_error   index_error
UEC "Basic Materials" "Industrial Metals & Minerals" 1.13 155.61M 1.80
UEIC "Consumer Goods" "Electronic Equipment" 64.10 922.40M 1.60
UEPS Services "Business Services" 10.25 529.06M 1.00
UFAB "Consumer Goods" "Auto Parts" 11.68 113.72M 2.00
UFCS Financial "Property & Casualty Insurance" 42.54 1.08B 3.00
UFPI "Industrial Goods" "Lumber, Wood Production" 91.90 1.88B 1.00
UHAL Services "Rental & Leasing Services" 369.46 7.24B 2.00
ULTA Services "Specialty Retail, Other" 295.47 18.36B 2.10
ULTI Technology "Internet Software & Services" 213.745 6.31B 2.00
ULTR index_error index_error 0.05  index_error
UMBF Financial "Regional - Southwest  Banks" 73.76 3.62B 2.80
UMPQ Financial "Regional - Pacific Banks" 18.005 3.97B 2.70
"server error"     "server error"
UNTD index_error index_error   index_error
UPIP index_error index_error 6.86  index_error
UQM "Consumer Goods" "Auto Parts" 0.6994 33.95M 2.00
URBN Services "Apparel Stores" 23.595 2.74B 2.50
URG "Basic Materials" "Industrial Metals & Minerals" 0.50 72.81M 1.80
URZ index_error index_error   index_error
USAK Services Trucking 6.57 52.70M 2.70
USAP "Basic Materials" "Steel & Iron" 18.71 134.99M 2.50
USLM "Industrial Goods" "General Building Materials" 78.883 439.85M none
USTR index_error index_error   index_error
UTEK Technology "Semiconductor Equipment & Materials" 30.47 829.88M 3.00
UTG Financial "Closed-End Fund - Equity" 34.3866  none
UTG.A index_error index_error 30  index_error
UTHR Healthcare "Drug Manufacturers - Other" 122.84 5.53B 3.20
UTIW index_error index_error 7.09  index_error
UTMD Healthcare "Medical Instruments & Supplies" 63.95 237.51M 1.00
UTSI Technology "Wireless Communications" 2.1132 74.78M 2.00
UUU Services "Security & Protection Services" 2.95 6.82M none
UUUU   1.59 111.38M 2.30
UVSP Financial "Regional - Northeast Banks" 30.225 804.11M 2.00
UWN Services "Resorts & Casinos" 2.30 40.44M none
VA index_error index_error 56.975  index_error
VASC index_error index_error 56.00  index_error
VCF Financial "Asset Management" 14.72  none
VDTH Services "CATV Systems" 10.90 1.14B 2.00
VECO Technology "Semiconductor Equipment & Materials" 32.90 1.34B 2.10
VFL Financial "Asset Management" 13.11  none
VFL.A index_error index_error 13  index_error
VGZ "Basic Materials" Gold 0.960966 93.97M 2.00
VHC Technology "Internet Software & Services" 3.15 183.15M 2.00
VHC.A index_error index_error 7  index_error
VIA   38.4499 15.26B 3.00
VIAB Services "Entertainment - Diversified" 36.82 14.61B 2.50
VIAV Technology "Communication Equipment" 11.39 2.62B 2.50
VIAVV index_error index_error   index_error
VICL Healthcare Biotechnology 2.22 24.63M 2.30
VICR Technology "Diversified Electronics" 17.70 691.52M none
VIEW index_error index_error 1  index_error
VII Technology "Security Software & Services" 0.4249 3.97M none
VIP index_error index_error 4.05  none
VIRT Financial "Investment Brokerage - National" 15.00 610.01M 2.70
VISI Services "Staffing & Outsourcing Services" 6.10 127.59M none
VISN index_error index_error 2.24  4.00
VIVO Healthcare "Diagnostic Substances" 14.375 605.30M 3.30
VKI Financial "Closed-End Fund - Debt" 11.36 504.28M 1.00
VLGEA Services "Grocery Stores" 26.26 372.52M none
VMM Financial "Asset Management" 14.6999 169.11M none
VMM.A index_error index_error 14  index_error
VNET Technology "Information Technology Services" 5.19 582.77M 3.00
VNOM "Basic Materials" "Independent Oil & Gas" 18.06 1.59B 1.80
VNR index_error index_error 0.20  index_error
VNRAP index_error index_error 2.26 5.84B index_error
VNRBP index_error index_error 2.00 14.00B index_error
VNRCP index_error index_error 2.00 8.60B index_error
VNRX Healthcare "Medical Laboratories & Research" 3.4965 91.36M 2.00
VNRX.A index_error index_error 4  index_error
VOD   27.01 75.39B 2.50
VOXX "Consumer Goods" "Auto Parts" 6.35 153.42M 3.00
VRA "Consumer Goods" "Textile - Apparel Footwear & Accessories" 9.05 327.43M 2.90
VRNS Technology "Technical & System Software" 35.05 940.78M 2.00
VRNT Technology "Business Software & Services" 39.35 2.46B 2.30
VRSK Services "Business Services" 79.30 13.19B 2.40
VRSN Technology "Internet Information Providers" 90.00 9.22B 3.20
VRTB index_error index_error 2610.00  none
VRTS Financial "Asset Management" 102.75 700.65M 3.40
VRTU Technology "Information Technology Services" 31.49 943.35M 1.80
VRTX Healthcare Biotechnology 114.84 28.58B 2.10
VSAR Healthcare "Drugs - Generic" 17.65 617.82M 1.90
VSAT Technology "Communication Equipment" 65.49 3.77B 2.70
VSCI index_error index_error 0  index_error
VSEC Services "Technical Services" 42.84 464.30M 3.00
VSR Services "Technical Services" 1.29 12.84M 1.00
VTG index_error index_error 0.053  index_error
VTG.A index_error index_error 0  index_error
VTL Healthcare Biotechnology 3.80 122.15M 3.30
VVUS Healthcare Biotechnology 1.04 109.81M 2.30
VWR   33.31 4.38B 2.40
VYGR   9.13 245.12M 1.70
WABC Financial "Regional - Pacific Banks" 54.26 1.43B 3.50
WAFD Financial "Savings & Loans" 33.475 2.99B 3.00
WAFDW index_error index_error 16.67  none
WASH Financial "Regional - Northeast Banks" 50.25 863.95M 2.30
WB Technology "Internet Information Providers" 56.67 11.75B 1.90
WBA Services "Drug Stores" 85.61 92.54B 2.00
WBMD Technology "Healthcare Information Services" 55.055 1.97B 2.20
WDC Technology "Data Storage Devices" 90.4108 26.13B 1.90
WDFC "Basic Materials" "Specialty Chemicals" 104.55 1.47B 3.00
WEB Technology "Internet Information Providers" 22.175 1.01B 2.40
WEN Services Restaurants 15.115 3.73B 2.50
WERN Services Trucking 26.70 1.93B 3.10
WETF Financial "Asset Management" 8.55 1.15B 3.10
WEYS "Consumer Goods" "Textile - Apparel Footwear & Accessories" 27.80 291.57M 3.00
WFD index_error index_error   index_error
WFM Services "Grocery Stores" 36.805 11.72B 3.20
WGA index_error index_error 0.196  index_error
WHF Financial "Asset Management" 13.98 255.88M 2.30
WHFBL index_error index_error 25.67 30.80B none
WIBC index_error index_error   index_error
WIFI Technology "Diversified Communication Services" 15.40 595.16M 1.90
WIL.A index_error index_error 55  index_error
WILN   1.56 184.97M 1.30
WIN Technology "Telecom Services - Domestic" 4.80 466.98M 3.00
WING Services Restaurants 32.52 938.66M 1.80
WIRE Technology "Diversified Electronics" 43.85 909.27M 2.50
WIX Technology "Internet Information Providers" 72.975 3.27B 2.30
